annee;nom_iris;code_iris;type_iris;nom_commune;code_commune;domaine_de_tension;nb_sites_photovoltaique_enedis;energie_produite_annuelle_photovoltaique_enedis_mwh;nb_sites_eolien_enedis;energie_produite_annuelle_eolien_enedis_mwh;nb_sites_hydraulique_enedis;energie_produite_annuelle_hydraulique_enedis_mwh;nb_sites_bio_energie_enedis;energie_produite_annuelle_bio_energie_enedis_mwh;nb_sites_cogeneration_enedis;energie_produite_annuelle_cogeneration_enedis_mwh;nb_sites_autres_filieres_enedis;energie_produite_annuelle_autres_filieres_enedis_mwh;gid
2019;Charles Perrault;692590303;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1751
2020;Charles Perrault;692590303;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1752
2015;Saint-Exupery;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;39,31146011940419;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1753
2016;Saint-Exupery;692590401;H;Vénissieux;69259;BT <= 36 kVA;11;38,77516695257724;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1754
2017;Saint-Exupery;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;43,907;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1755
2018;Saint-Éxupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;40,21496428915808;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1756
2019;Saint-Éxupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;44,44087440966361;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1757
2020;Saint-Exupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;41,940216418560624;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1758
2021;Saint-Exupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;12;37,091;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1759
2022;Saint-Exupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;14;40,482;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1760
2023;Saint-Exupéry;692590401;H;Vénissieux;69259;BT <= 36 kVA;17;48,501;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1761
2015;Anatole-France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1762
2016;Anatole-France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1763
2017;Anatole-France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1764
2018;Anatole-France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1765
2019;Anatole-France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1766
2020;Anatole France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1767
2021;Anatole France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1768
2022;Anatole France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1769
2023;Anatole France;692590402;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1770
2015;Louis-Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1771
2016;Louis-Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1772
2017;Louis-Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1773
2018;Louis-Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1774
2019;Louis-Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1775
2020;Louis Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1776
2021;Louis Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1777
2022;Louis Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1778
2023;Louis Pergaud;692590501;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1779
2015;Leo-Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;33148,461;1;118,866;1780
2016;Leo-Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;21802,027;0;0,0;1781
2017;Leo-Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;21205,223;0;0,0;1782
2018;Leo-Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;21941,84433333333;0;0,0;1783
2019;Leo-Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;22311,728;0;0,0;1784
2020;Léo Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;22109,256833333333;0;0,0;1785
2021;Léo Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;21853,96;0;0,0;1786
2022;Léo Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;18168,448;0;0,0;1787
2023;Léo Lagrange;692590502;H;Vénissieux;69259;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;21628,86;0;0,0;1788
2015;Moulin-a-Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1789
2016;Moulin-a-Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1790
2017;Moulin-a-Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1791
2018;Moulin-a-Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1792
2019;Moulin-a-Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1793
2020;Moulin à Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1794
2021;Moulin à Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1795
2022;Moulin à Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1796
2023;Moulin à Vent;692590601;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1797
2015;Ernest-Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1798
2016;Ernest-Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1799
2017;Ernest-Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1800
2018;Ernest-Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1801
2019;Ernest-Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1802
2020;Ernest Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1803
2021;Ernest Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1804
2022;Ernest Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1805
2023;Ernest Renan;692590602;H;Vénissieux;69259;BT <= 36 kVA;11;20,312;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1806
2015;Georges-Levy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1807
2016;Georges-Levy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1808
2017;Georges-Levy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1809
2018;Georges-Levy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1810
2019;Georges-Levy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1811
2020;Georges Lévy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1812
2021;Georges Lévy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1813
2022;Georges Lévy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1814
2023;Georges Lévy;692590701;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1815
2016;Joliot-Curie;692590702;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1816
2021;Joliot-Curie;692590702;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1817
2022;Joliot-Curie;692590702;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1818
2023;Joliot-Curie;692590702;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1819
2015;Clos-Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1820
2016;Clos-Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1821
2017;Clos-Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1822
2018;Clos-Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1823
2019;Clos Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1824
2020;Clos Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1825
2021;Clos Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1826
2022;Clos Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1827
2023;Clos Verger;692590801;H;Vénissieux;69259;BT <= 36 kVA;10;23,509;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1828
2015;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1829
2016;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1830
2017;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1831
2018;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1832
2019;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1833
2020;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1834
2020;Parilly;692590802;H;Vénissieux;69259;HTA;1;7,000833333333333;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1835
2021;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1836
2021;Parilly;692590802;H;Vénissieux;69259;HTA;1;10,557;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1837
2022;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1838
2022;Parilly;692590802;H;Vénissieux;69259;HTA;1;10,543;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1839
2023;Parilly;692590802;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1840
2023;Parilly;692590802;H;Vénissieux;69259;HTA;1;8,324;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1841
2015;Jules-Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1842
2016;Jules-Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1843
2017;Jules-Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1844
2018;Jules-Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1845
2019;Jules-Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1846
2020;Jules Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1847
2021;Jules Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1848
2022;Jules Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1849
2023;Jules Guesde;692590803;H;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1850
2015;Non affecté;69259xxxx;_;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1851
2021;Fictif - Vénissieux;69259xxxx;F;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1852
2022;Fictif - Vénissieux;69259xxxx;F;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1853
2022;Fictif - Vénissieux;69259xxxx;F;Vénissieux;69259;BT > 36 kVA;1;0,529;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1854
2023;Fictif - Vénissieux;69259xxxx;F;Vénissieux;69259;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1855
2023;Fictif - Vénissieux;69259xxxx;F;Vénissieux;69259;BT > 36 kVA;2;111,647;0;0,0;0;0,0;0;0,0;0;0,0;1;67,133;1856
2015;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;29;82,54190525984077;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1857
2016;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;31;89,06194618825639;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1858
2017;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;33;98,068;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1859
2018;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;38;100,26490401286782;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1860
2019;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;39;119,23889380841528;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1861
2020;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;43;113,85017664543189;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1862
2021;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;52;129,715;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1863
2022;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;59;154,185;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1864
2023;Vernaison (commune non irisée);692600000;Z;Vernaison;69260;BT <= 36 kVA;73;163,688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1865
2020;Charmettes;692660101;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1866
2021;Charmettes;692660101;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1867
2022;Charmettes;692660101;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1868
2023;Charmettes;692660101;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1869
2015;Charles-Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1870
2016;Charles-Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1871
2017;Charles-Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1872
2018;Charles-Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1873
2019;Charles Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1874
2020;Charles Hernu;692660102;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1875
2015;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1876
2016;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1877
2017;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1878
2018;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1879
2019;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1880
2020;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1881
2021;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1882
2022;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1883
2023;Charpenne-Wilson;692660103;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1884
2015;Onze-Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1885
2016;Onze-Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1886
2017;Onze-Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1887
2017;Onze-Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;2,183;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1888
2018;Onze-Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1889
2018;Onze-Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;106,29495862729092;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1890
2019;Onze-Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1891
2019;Onze-Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;105,692;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1892
2020;11 Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1893
2020;11 Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;97,04;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1894
2021;11 Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1895
2021;11 Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;88,472;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1896
2022;11 Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1897
2022;11 Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;102,87;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1898
2023;11 Novembre;692660202;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1899
2023;11 Novembre;692660202;H;Villeurbanne;69266;BT > 36 kVA;1;93,235;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1900
2018;Tonkin-Sud;692660301;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1901
2019;Tonkin-Sud;692660301;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1902
2020;Tonkin Sud;692660301;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1903
2021;Tonkin Sud;692660301;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1904
2022;Tonkin Sud;692660301;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1905
2015;Croix-Luizet-Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1906
2016;Croix-Luizet-Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1907
2017;Croix-Luizet-Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1908
2018;Croix-Luizet-Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1909
2019;Croix-Luizet-Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1910
2020;Croix Luizet Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1911
2021;Croix Luizet Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1912
2022;Croix Luizet Ouest;692660501;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1913
2015;Croix-Luizet-Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1914
2016;Croix-Luizet-Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1915
2017;Croix-Luizet-Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1916
2018;Croix-Luizet-Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1917
2019;Croix-Luizet-Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1918
2020;Croix Luizet Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1919
2021;Croix Luizet Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1920
2022;Croix Luizet Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1921
2023;Croix Luizet Est;692660502;H;Villeurbanne;69266;BT <= 36 kVA;11;39,81;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1922
2015;Einstein-Salengro;692660601;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1923
2015;Einstein-Salengro;692660601;H;Villeurbanne;69266;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;36337,309;0;0,0;1924
2016;Einstein-Salengro;692660601;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1925
2016;Einstein-Salengro;692660601;H;Villeurbanne;69266;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;36860,018;0;0,0;1926
2017;Einstein-Salengro;692660601;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1927
2017;Einstein-Salengro;692660601;H;Villeurbanne;69266;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;35862,175;0;0,0;1928
2018;Einstein-Salengro;692660601;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1929
2018;Einstein-Salengro;692660601;H;Villeurbanne;69266;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;37326,541666666664;0;0,0;1930
2019;Einstein-Salengro;692660601;H;Villeurbanne;69266;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1931
2019;Einstein-Salengro;692660601;H;Villeurbanne;69266;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;22025,9425;0;0,0;1932
